sample,total_count,population,count,percentage
sample09554,105456,cd8_t_cell,21266,20.165756334395386
sample09554,105456,cd4_t_cell,45518,43.16302533758155
sample09554,105456,nk_cell,11567,10.96855560612957
sample09554,105456,monocyte,19352,18.350781368532846
sample09555,101579,b_cell,13015,12.812687661819865
sample09555,101579,cd8_t_cell,27408,26.98195493162957
sample09555,101579,cd4_t_cell,28744,28.297187410783724
sample09555,101579,nk_cell,9131,8.989062699967514
sample09555,101579,monocyte,23281,22.91910729579933
sample09556,90501,b_cell,13365,14.76779262107601
sample09556,90501,cd8_t_cell,22438,24.79309620888167
sample09556,90501,cd4_t_cell,24412,26.974287576932852
sample09556,90501,nk_cell,17887,19.764422492569143
sample09556,90501,monocyte,12399,13.700401100540326
sample09557,97063,b_cell,9829,10.126412742239577
sample09557,97063,cd8_t_cell,21938,22.601815315825803
sample09557,97063,cd4_t_cell,31903,32.86834324098781
sample09557,97063,nk_cell,11034,11.36787447328024
sample09557,97063,monocyte,22359,23.035554227666566
sample09558,96179,b_cell,13510,14.04672537664147
sample09558,96179,cd8_t_cell,22535,23.430270641200263
sample09558,96179,cd4_t_cell,23693,24.634275673483817
sample09558,96179,nk_cell,18024,18.740057600931596
sample09558,96179,monocyte,18417,19.148670707742856
sample09559,92206,b_cell,13660,14.814654143981953
sample09559,92206,cd8_t_cell,23787,25.797670433594345
sample09559,92206,cd4_t_cell,23235,25.199010910352907
sample09559,92206,nk_cell,9282,10.066590026679393
sample09559,92206,monocyte,22242,24.122074485391405
sample09560,108838,b_cell,10273,9.438798948896524
sample09560,108838,cd8_t_cell,23385,21.48606185339679
sample09560,108838,cd4_t_cell,29714,27.30112644480788
sample09560,108838,nk_cell,17871,16.419816608169942
sample09560,108838,monocyte,27595,25.354196144728864
sample09561,105086,b_cell,8809,8.382658013436615
sample09561,105086,cd8_t_cell,36656,34.88190624821575
sample09561,105086,cd4_t_cell,25069,23.855699141655407
sample09561,105086,nk_cell,14858,14.138895761566717
sample09561,105086,monocyte,19694,18.740840835125518
sample09562,98016,b_cell,14988,15.291380999020568
sample09562,98016,cd8_t_cell,21446,21.880101207966046
sample09562,98016,cd4_t_cell,24988,25.493796931113287
sample09562,98016,nk_cell,11090,11.314479268690826
sample09562,98016,monocyte,25504,26.02024159320927
sample09563,98385,b_cell,7383,7.504192712303705
sample09563,98385,cd8_t_cell,25711,26.133048737104232
sample09563,98385,cd4_t_cell,29393,29.875489149768764
sample09563,98385,nk_cell,12887,13.098541444325862
sample09563,98385,monocyte,23011,23.388727956497434
sample09564,106076,b_cell,12223,11.522870394811267
sample09564,106076,cd8_t_cell,20516,19.340849956634866
sample09564,106076,cd4_t_cell,38206,36.01757230664806
sample09564,106076,nk_cell,10521,9.918360420830348
sample09564,106076,monocyte,24610,23.200346921075454
sample09565,88929,b_cell,7193,8.088475075622126
sample09565,88929,cd8_t_cell,27714,31.164187160543804
sample09565,88929,cd4_t_cell,27991,31.47567160318906
sample09565,88929,nk_cell,13534,15.218882479281225
sample09565,88929,monocyte,12497,14.052783681363785
sample09566,108004,b_cell,5093,4.71556609014481
sample09566,108004,cd8_t_cell,24495,22.679715566090145
sample09566,108004,cd4_t_cell,37938,35.12647679715566
sample09566,108004,nk_cell,20421,18.907633050627755
sample09566,108004,monocyte,20057,18.57060849598163
sample09567,108000,b_cell,6582,6.094444444444444
sample09567,108000,cd8_t_cell,23008,21.303703703703704
sample09567,108000,cd4_t_cell,37701,34.90833333333333
sample09567,108000,nk_cell,20700,19.166666666666668
sample09567,108000,monocyte,20009,18.526851851851852
sample09568,105346,b_cell,10723,10.178839253507489
sample09568,105346,cd8_t_cell,25800,24.490725798796348
sample09568,105346,cd4_t_cell,26629,25.27765648434682
sample09568,105346,nk_cell,20760,19.706490991589618
sample09568,105346,monocyte,21434,20.346287471759727
sample09569,90128,b_cell,8047,8.928412923841648
sample09569,90128,cd8_t_cell,22543,25.012204864193148
sample09569,90128,cd4_t_cell,24473,27.153603763536303
sample09569,90128,nk_cell,12363,13.717157819989348
sample09569,90128,monocyte,22702,25.18862062843955
sample09570,95558,b_cell,7102,7.432135456999937
sample09570,95558,cd8_t_cell,24007,25.122961970740285
sample09570,95558,cd4_t_cell,30186,31.589191904393143
sample09570,95558,nk_cell,8095,8.471294920362503
sample09570,95558,monocyte,26168,27.384415747504132
sample09571,92896,b_cell,4070,4.381243541164313
sample09571,92896,cd8_t_cell,26067,28.0604116431278
sample09571,92896,cd4_t_cell,29870,32.15423699621082
sample09571,92896,nk_cell,16593,17.861910093007236
sample09571,92896,monocyte,16296,17.54219772648984
sample09572,103612,b_cell,5546,5.352661853839324
sample09572,103612,cd8_t_cell,29379,28.354823765586996
sample09572,103612,cd4_t_cell,27170,26.222831332278115
sample09572,103612,nk_cell,18194,17.559742114812956
sample09572,103612,monocyte,23323,22.509940933482607
sample09573,98810,b_cell,12073,12.218398947474952
sample09573,98810,cd8_t_cell,25615,25.923489525351684
sample09573,98810,cd4_t_cell,29658,30.015180649731807
sample09573,98810,nk_cell,17534,17.745167493168708
sample09573,98810,monocyte,13930,14.097763384272847
sample09574,105477,b_cell,12898,12.228258293277207
sample09574,105477,cd8_t_cell,26818,25.425448201977684
sample09574,105477,cd4_t_cell,28490,27.01062790940205
sample09574,105477,nk_cell,18079,17.14022962351982
sample09574,105477,monocyte,19192,18.19543597182324
sample09575,107198,b_cell,12720,11.865893020392171
sample09575,107198,cd8_t_cell,29930,27.9202970204668
sample09575,107198,cd4_t_cell,28709,26.781283232896136
sample09575,107198,nk_cell,22166,20.67762458254818
sample09575,107198,monocyte,13673,12.754902143696711
sample09576,102596,b_cell,5930,5.779952434792779
sample09576,102596,cd8_t_cell,22031,21.473546726967914
sample09576,102596,cd4_t_cell,36162,35.246988186673946
sample09576,102596,nk_cell,9216,8.982806347226013
sample09576,102596,monocyte,29257,28.51670630433935
sample09577,107211,b_cell,14506,13.530328044696907
sample09577,107211,cd8_t_cell,26728,24.93027767673093
sample09577,107211,cd4_t_cell,32976,30.758037887903292
sample09577,107211,nk_cell,18937,17.66329947486732
sample09577,107211,monocyte,14064,13.11805691580155
sample09578,96717,b_cell,9891,10.226744005707372
sample09578,96717,cd8_t_cell,25963,26.844298313636692
sample09578,96717,cd4_t_cell,29151,30.140513043208536
sample09578,96717,nk_cell,14458,14.94876805525399
sample09578,96717,monocyte,17254,17.83967658219341
sample09579,96921,b_cell,5569,5.7459167775817415
sample09579,96921,cd8_t_cell,21626,22.313017818635796
sample09579,96921,cd4_t_cell,28330,29.22999143632443
sample09579,96921,nk_cell,20090,20.728221953962507
sample09579,96921,monocyte,21306,21.982852013495528
sample09580,106412,b_cell,14538,13.661993008307334
sample09580,106412,cd8_t_cell,26265,24.682366650377777
sample09580,106412,cd4_t_cell,26828,25.211442318535504
sample09580,106412,nk_cell,15718,14.770890501071309
sample09580,106412,monocyte,23063,21.67330752170808
sample09581,99145,b_cell,7308,7.3710222401533105
sample09581,99145,cd8_t_cell,23752,23.956830904231175
sample09581,99145,cd4_t_cell,39454,39.794240758485046
sample09581,99145,nk_cell,10526,10.6167734126784
sample09581,99145,monocyte,18105,18.261132684452065
sample09582,103807,b_cell,7932,7.6411032011328714
sample09582,103807,cd8_t_cell,29150,28.080957931546042
sample09582,103807,cd4_t_cell,27824,26.803587426666795
sample09582,103807,nk_cell,19003,18.306087258084716
sample09582,103807,monocyte,19898,19.168264182569576
sample09583,101131,b_cell,13026,12.880323540754071
sample09583,101131,cd8_t_cell,19550,19.33136229247214
sample09583,101131,cd4_t_cell,30790,30.445659590036684
sample09583,101131,nk_cell,10019,9.906952368709891
sample09583,101131,monocyte,27746,27.435702208027212
sample09584,101480,b_cell,10228,10.078833267638943
sample09584,101480,cd8_t_cell,24177,23.82439889633425
sample09584,101480,cd4_t_cell,31720,31.25739061884115
sample09584,101480,nk_cell,8894,8.76428852975956
sample09584,101480,monocyte,26461,26.075088687426092
sample09585,101605,b_cell,10203,10.041828650164854
sample09585,101605,cd8_t_cell,23815,23.43880714531765
sample09585,101605,cd4_t_cell,38445,37.83770483736036
sample09585,101605,nk_cell,14131,13.907780128930662
sample09585,101605,monocyte,15011,14.773879238226465
sample09586,104544,b_cell,14481,13.851584022038567
sample09586,104544,cd8_t_cell,22609,21.626300887664524
sample09586,104544,cd4_t_cell,41152,39.36333027242118
sample09586,104544,nk_cell,9396,8.987603305785123
sample09586,104544,monocyte,16906,16.1711815120906
sample09587,100968,b_cell,12127,12.010736074795975
sample09587,100968,cd8_t_cell,26999,26.740155296727675
sample09587,100968,cd4_t_cell,36310,35.961888915299895
sample09587,100968,nk_cell,8853,8.768124554314237
sample09587,100968,monocyte,16679,16.519095158862214
sample09588,94591,b_cell,12895,13.63237517311372
sample09588,94591,cd8_t_cell,23541,24.887145711537038
sample09588,94591,cd4_t_cell,23554,24.900889090928313
sample09588,94591,nk_cell,11217,11.858422048609276
sample09588,94591,monocyte,23384,24.721167975811653
sample09589,91534,b_cell,4295,4.692245504402735
sample09589,91534,cd8_t_cell,19521,21.32650162781043
sample09589,91534,cd4_t_cell,25943,28.342473834859177
sample09589,91534,nk_cell,14602,15.952542224747088
sample09589,91534,monocyte,27173,29.686236808180567
sample09590,98985,b_cell,11178,11.29262009395363
sample09590,98985,cd8_t_cell,20128,20.334394100116178
sample09590,98985,cd4_t_cell,31403,31.72500883972319
sample09590,98985,nk_cell,15168,15.323533868767996
sample09590,98985,monocyte,21108,21.324443097439005
sample09591,100056,b_cell,12826,12.81882145998241
sample09591,100056,cd8_t_cell,28117,28.10126329255617
sample09591,100056,cd4_t_cell,26672,26.65707203965779
sample09591,100056,nk_cell,12147,12.140201487167186
sample09591,100056,monocyte,20294,20.282641720636445
sample09592,105694,b_cell,14552,13.768047382065207
sample09592,105694,cd8_t_cell,30334,28.699831589304974
sample09592,105694,cd4_t_cell,26165,24.755426041213315
sample09592,105694,nk_cell,14735,13.941188714591178
sample09592,105694,monocyte,19908,18.835506272825327
sample09593,107572,b_cell,7549,7.017625404380322
sample09593,107572,cd8_t_cell,19152,17.803889487970846
sample09593,107572,cd4_t_cell,31410,29.19904807942587
sample09593,107572,nk_cell,16811,15.627672628565055
sample09593,107572,monocyte,32650,30.351764399657903
sample09594,108734,b_cell,10196,9.377011790240402
sample09594,108734,cd8_t_cell,22598,20.782827818345687
sample09594,108734,cd4_t_cell,38688,35.58040723232843
sample09594,108734,nk_cell,17904,16.465870840767376
sample09594,108734,monocyte,19348,17.793882318318097
sample09595,95770,b_cell,8775,9.162577007413596
sample09595,95770,cd8_t_cell,19274,20.12530019839198
sample09595,95770,cd4_t_cell,30286,31.623681737496085
sample09595,95770,nk_cell,17044,17.796804844941004
sample09595,95770,monocyte,20391,21.291636211757336
sample09596,109189,b_cell,12833,11.753015413640568
sample09596,109189,cd8_t_cell,17223,15.773566934398154
sample09596,109189,cd4_t_cell,43180,39.54610812444477
sample09596,109189,nk_cell,13256,12.14041707498008
sample09596,109189,monocyte,22697,20.786892452536428
sample09597,92646,b_cell,7748,8.363016212248775
sample09597,92646,cd8_t_cell,17565,18.95926429635386
sample09597,92646,cd4_t_cell,20798,22.448891479394685
sample09597,92646,nk_cell,21293,22.983183299872632
sample09597,92646,monocyte,25242,27.245644712130044
sample09598,110552,b_cell,12785,11.564693537882626
sample09598,110552,cd8_t_cell,27549,24.919494898328388
sample09598,110552,cd4_t_cell,32751,29.624972863448875
sample09598,110552,nk_cell,15564,14.078442723786091
sample09598,110552,monocyte,21903,19.81239597655402
sample09599,104265,b_cell,9963,9.555459646094087
sample09599,104265,cd8_t_cell,23463,22.50323694432456
sample09599,104265,cd4_t_cell,39495,37.87944180693425
sample09599,104265,nk_cell,12666,12.147892389584232
sample09599,104265,monocyte,18678,17.91396921306287
sample09600,89997,b_cell,6478,7.198017711701501
sample09600,89997,cd8_t_cell,19879,22.08851406157983
sample09600,89997,cd4_t_cell,22486,24.98527728702068
sample09600,89997,nk_cell,11979,13.310443681456048
sample09600,89997,monocyte,29175,32.41774725824194
sample09601,108353,b_cell,5609,5.176598709772687
sample09601,108353,cd8_t_cell,32569,30.05823558184822
sample09601,108353,cd4_t_cell,36613,33.79048111265955
sample09601,108353,nk_cell,14614,13.487397672422544
sample09601,108353,monocyte,18948,17.487286923297003
sample09602,94559,b_cell,8359,8.839983502363603
sample09602,94559,cd8_t_cell,21224,22.445245825357713
sample09602,94559,cd4_t_cell,24870,26.301039562601126
sample09602,94559,nk_cell,17725,18.74491058492581
sample09602,94559,monocyte,22381,23.66882052475174
sample09603,92476,b_cell,10252,11.08611964185302
sample09603,92476,cd8_t_cell,27003,29.200008650893206
sample09603,92476,cd4_t_cell,26662,28.831264328041872
sample09603,92476,nk_cell,12810,13.852242744063325
sample09603,92476,monocyte,15749,17.03036463514858
sample09604,95365,b_cell,6027,6.319928695013894
sample09604,95365,cd8_t_cell,22870,23.981544591831383
sample09604,95365,cd4_t_cell,33294,34.91217952078855
sample09604,95365,nk_cell,14791,15.509883080794841
sample09604,95365,monocyte,18383,19.276464111571332
sample09605,104700,b_cell,16213,15.485195797516715
sample09605,104700,cd8_t_cell,19558,18.680038204393504
sample09605,104700,cd4_t_cell,33768,32.25214899713467
sample09605,104700,nk_cell,15196,14.513849092645653
sample09605,104700,monocyte,19965,19.068767908309457
sample09606,93652,b_cell,20370,21.75073677017042
sample09606,93652,cd8_t_cell,14808,15.811728526886773
sample09606,93652,cd4_t_cell,23745,25.354503908085253
sample09606,93652,nk_cell,18015,19.236108145047623
sample09606,93652,monocyte,16714,17.846922649809933
sample09607,96647,b_cell,6672,6.903473465291214
sample09607,96647,cd8_t_cell,34806,36.01353378790857
sample09607,96647,cd4_t_cell,28683,29.678106925202023
sample09607,96647,nk_cell,8779,9.083572175028714
sample09607,96647,monocyte,17707,18.321313646569475
sample09608,108213,b_cell,10804,9.984013011375712
sample09608,108213,cd8_t_cell,32272,29.82266455971094
sample09608,108213,cd4_t_cell,34259,31.65885799303226
sample09608,108213,nk_cell,9274,8.57013482668441
sample09608,108213,monocyte,21604,19.964329609196678
sample09609,95628,b_cell,13180,13.782574141464844
sample09609,95628,cd8_t_cell,25417,26.579035428953862
sample09609,95628,cd4_t_cell,32360,33.83946124566027
sample09609,95628,nk_cell,10957,11.457941188773162
sample09609,95628,monocyte,13714,14.340987995147865
sample09610,105717,b_cell,9776,9.247330136118126
sample09610,105717,cd8_t_cell,35845,33.90656185854687
sample09610,105717,cd4_t_cell,30569,28.915879186885743
sample09610,105717,nk_cell,11099,10.498784490668482
sample09610,105717,monocyte,18428,17.431444327780774
sample09611,106481,b_cell,16520,15.51450493515275
sample09611,106481,cd8_t_cell,21274,19.979151210075038
sample09611,106481,cd4_t_cell,28646,26.902452080652886
sample09611,106481,nk_cell,15746,14.787614691822954
sample09611,106481,monocyte,24295,22.816277082296374
sample09612,111085,b_cell,7892,7.104469550344331
sample09612,111085,cd8_t_cell,26285,23.662060584237295
sample09612,111085,cd4_t_cell,42027,37.833190799837965
sample09612,111085,nk_cell,15248,13.726425710041859
sample09612,111085,monocyte,19633,17.67385335553855
sample09613,103557,b_cell,8752,8.451384261807506
sample09613,103557,cd8_t_cell,24975,24.11715287233118
sample09613,103557,cd4_t_cell,44085,42.570758133202006
sample09613,103557,nk_cell,8458,8.167482642409494
sample09613,103557,monocyte,17287,16.693222090249815
sample09614,92323,b_cell,4922,5.3312825623084175
sample09614,92323,cd8_t_cell,20100,21.771389577895
sample09614,92323,cd4_t_cell,29097,31.516523509851282
sample09614,92323,nk_cell,21902,23.72323256393315
sample09614,92323,monocyte,16302,17.657571786012152
sample09615,101628,b_cell,7765,7.640610855276105
sample09615,101628,cd8_t_cell,32342,31.823906797339315
sample09615,101628,cd4_t_cell,27721,27.27693155429606
sample09615,101628,nk_cell,16577,16.3114496005038
sample09615,101628,monocyte,17223,16.94710119258472
sample09616,99819,b_cell,10659,10.678327773269618
sample09616,99819,cd8_t_cell,22197,22.23724942145283
sample09616,99819,cd4_t_cell,34945,35.008365140905035
sample09616,99819,nk_cell,14058,14.083491118925254
sample09616,99819,monocyte,17960,17.99256654544726
sample09617,102767,b_cell,14206,13.82350365389668
sample09617,102767,cd8_t_cell,28469,27.70247258361147
sample09617,102767,cd4_t_cell,27927,27.17506592583222
sample09617,102767,nk_cell,13228,12.871836289859585
sample09617,102767,monocyte,18937,18.42712154680004
sample09618,104514,b_cell,4439,4.247277876648105
sample09618,104514,cd8_t_cell,38018,36.37598790592648
sample09618,104514,cd4_t_cell,29782,28.495703924833037
sample09618,104514,nk_cell,12058,11.537210325889355
sample09618,104514,monocyte,20217,19.343819966703027
sample09619,102691,b_cell,13041,12.699262837054853
sample09619,102691,cd8_t_cell,14449,14.070366439123195
sample09619,102691,cd4_t_cell,32581,31.72722049644078
sample09619,102691,nk_cell,14489,14.109318246000136
sample09619,102691,monocyte,28131,27.393831981381037
sample09620,111684,b_cell,7756,6.94459367501164
sample09620,111684,cd8_t_cell,37370,33.460477776583936
sample09620,111684,cd4_t_cell,28349,25.383224096558145
sample09620,111684,nk_cell,14736,13.194369829160847
sample09620,111684,monocyte,23473,21.017334622685436
sample09621,104425,b_cell,9355,8.958582714867129
sample09621,104425,cd8_t_cell,18525,17.74000478812545
sample09621,104425,cd4_t_cell,43199,41.368446253291836
sample09621,104425,nk_cell,19245,18.429494852765142
sample09621,104425,monocyte,14101,13.503471390950443
sample09622,103215,b_cell,13965,13.53001017293998
sample09622,103215,cd8_t_cell,24965,24.187375865910962
sample09622,103215,cd4_t_cell,30011,29.076200164704744
sample09622,103215,nk_cell,14995,14.527927142372716
sample09622,103215,monocyte,19279,18.678486654071598
sample09623,98473,b_cell,8199,8.326140160246972
sample09623,98473,cd8_t_cell,24300,24.676814964508036
sample09623,98473,cd4_t_cell,26488,26.898743818102425
sample09623,98473,nk_cell,14796,15.025438445056006
sample09623,98473,monocyte,24690,25.072862612086563
sample09624,96842,b_cell,5901,6.093430536337539
sample09624,96842,cd8_t_cell,25638,26.4740505152723
sample09624,96842,cd4_t_cell,29115,30.064434852646578
sample09624,96842,nk_cell,16699,17.243551351686254
sample09624,96842,monocyte,19489,20.12453274405733
sample09625,105903,b_cell,5834,5.508814670028233
sample09625,105903,cd8_t_cell,24642,23.26846264978329
sample09625,105903,cd4_t_cell,31374,29.625223081499108
sample09625,105903,nk_cell,16449,15.53213789977621
sample09625,105903,monocyte,27604,26.065361698913158
sample09626,95777,b_cell,9807,10.239410296835358
sample09626,95777,cd8_t_cell,23891,24.944402100713116
sample09626,95777,cd4_t_cell,27500,28.712530148156656
sample09626,95777,nk_cell,11993,12.521795420612465
sample09626,95777,monocyte,22586,23.58186203368241
sample09627,87984,b_cell,6893,7.834378977995999
sample09627,87984,cd8_t_cell,18606,21.147026732133114
sample09627,87984,cd4_t_cell,23370,26.56164757228587
sample09627,87984,nk_cell,11334,12.88188761593017
sample09627,87984,monocyte,27781,31.575059101654848
sample09628,97655,b_cell,11033,11.297936613588654
sample09628,97655,cd8_t_cell,20640,21.135630536070863
sample09628,97655,cd4_t_cell,29414,30.120321540115714
sample09628,97655,nk_cell,14637,14.988479852542113
sample09628,97655,monocyte,21931,22.45763145768266
sample09629,90723,b_cell,10394,11.456852176405102
sample09629,90723,cd8_t_cell,22521,24.823914553090177
sample09629,90723,cd4_t_cell,24586,27.100073851173352
sample09629,90723,nk_cell,13510,14.891482865425527
sample09629,90723,monocyte,19712,21.727676553905845
sample09630,95934,b_cell,7366,7.678195426022056
sample09630,95934,cd8_t_cell,21604,22.519648925302814
sample09630,95934,cd4_t_cell,31829,33.178018220860174
sample09630,95934,nk_cell,17237,17.96756103154252
sample09630,95934,monocyte,17898,18.65657639627244
sample09631,106751,b_cell,16986,15.911794737285833
sample09631,106751,cd8_t_cell,33402,31.289636631038587
sample09631,106751,cd4_t_cell,22188,20.78481700405617
sample09631,106751,nk_cell,9873,9.248625305617747
sample09631,106751,monocyte,24302,22.765126322001667
sample09632,105486,b_cell,6899,6.540204387312061
sample09632,105486,cd8_t_cell,24970,23.671387672297747
sample09632,105486,cd4_t_cell,28652,27.161898261380657
sample09632,105486,nk_cell,15433,14.630377490851867
sample09632,105486,monocyte,29532,27.99613218815767
sample09633,106007,b_cell,6484,6.116577207165564
sample09633,106007,cd8_t_cell,25311,23.87672512192591
sample09633,106007,cd4_t_cell,33316,31.42811323780505
sample09633,106007,nk_cell,8208,7.742884903827106
sample09633,106007,monocyte,32688,30.83569952927637
sample09634,109781,b_cell,6919,6.302547799710332
sample09634,109781,cd8_t_cell,29617,26.97825671108844
sample09634,109781,cd4_t_cell,36708,33.43748007396544
sample09634,109781,nk_cell,10313,9.394157458940983
sample09634,109781,monocyte,26224,23.887557956294806
sample09635,99479,b_cell,6674,6.70895364850873
sample09635,99479,cd8_t_cell,24035,24.160878175293277
sample09635,99479,cd4_t_cell,33080,33.25324942952784
sample09635,99479,nk_cell,16414,16.49996481669498
sample09635,99479,monocyte,19276,19.37695392997517
sample09636,107131,b_cell,10856,10.133388094949174
sample09636,107131,cd8_t_cell,28860,26.93898124725803
sample09636,107131,cd4_t_cell,33336,31.11704361949389
sample09636,107131,nk_cell,15406,14.38052477807544
sample09636,107131,monocyte,18673,17.430062260223465
sample09637,104881,b_cell,13462,12.835499280136535
sample09637,104881,cd8_t_cell,33334,31.782687045318028
sample09637,104881,cd4_t_cell,26651,25.410703559271937
sample09637,104881,nk_cell,14764,14.0769062079881
sample09637,104881,monocyte,16670,15.8942039072854
sample09638,98660,b_cell,13853,14.041151429150618
sample09638,98660,cd8_t_cell,26191,26.546726130143927
sample09638,98660,cd4_t_cell,26865,27.229880397324145
sample09638,98660,nk_cell,12860,13.034664504358403
sample09638,98660,monocyte,18891,19.147577539022908
sample09639,110063,b_cell,4733,4.300264394028875
sample09639,110063,cd8_t_cell,18817,17.096571963330092
sample09639,110063,cd4_t_cell,34476,31.323878142518375
sample09639,110063,nk_cell,31887,28.97158899902783
sample09639,110063,monocyte,20150,18.307696501094828
sample09640,108407,b_cell,9091,8.385989834604777
sample09640,108407,cd8_t_cell,20557,18.962797605320688
sample09640,108407,cd4_t_cell,37714,34.78926637578754
sample09640,108407,nk_cell,9817,9.055688285811803
sample09640,108407,monocyte,31228,28.80625789847519
sample09641,104920,b_cell,5048,4.811284788410218
sample09641,104920,cd8_t_cell,33303,31.741326725123905
sample09641,104920,cd4_t_cell,41444,39.500571864277546
sample09641,104920,nk_cell,14779,14.085970263057568
sample09641,104920,monocyte,10346,9.860846359130766
sample09642,91121,b_cell,9274,10.177675837622502
sample09642,91121,cd8_t_cell,21590,23.69376982254365
sample09642,91121,cd4_t_cell,23085,25.334445407754526
sample09642,91121,nk_cell,18246,20.023924232613776
sample09642,91121,monocyte,18926,20.770184699465545
sample09643,102761,b_cell,12713,12.371424956938917
sample09643,102761,cd8_t_cell,22254,21.65607574858166
sample09643,102761,cd4_t_cell,35209,34.26299860842148
sample09643,102761,nk_cell,13571,13.206372067223947
sample09643,102761,monocyte,19014,18.503128618833994
sample09644,103514,b_cell,8460,8.172807542941051
sample09644,103514,cd8_t_cell,31466,30.397820584655214
sample09644,103514,cd4_t_cell,26672,25.76656297698862
sample09644,103514,nk_cell,16405,15.848097841837818
sample09644,103514,monocyte,20511,19.814711053577295
sample09645,96806,b_cell,10994,11.356734086730162
sample09645,96806,cd8_t_cell,20805,21.491436481209842
sample09645,96806,cd4_t_cell,31813,32.86263248145776
sample09645,96806,nk_cell,12363,12.770902630002272
sample09645,96806,monocyte,20831,21.518294320599963
sample09646,97977,b_cell,9387,9.580819988364617
sample09646,97977,cd8_t_cell,23518,24.003592679914675
sample09646,97977,cd4_t_cell,35242,35.96966635026588
sample09646,97977,nk_cell,14578,14.879002214805515
sample09646,97977,monocyte,15252,15.566918766649316
sample09647,109793,b_cell,11048,10.062572295137214
sample09647,109793,cd8_t_cell,31600,28.781434153361324
sample09647,109793,cd4_t_cell,32391,29.50188081207363
sample09647,109793,nk_cell,14167,12.903372710464238
sample09647,109793,monocyte,20587,18.750740028963595
sample09648,98454,b_cell,3702,3.7601316350783107
sample09648,98454,cd8_t_cell,31484,31.97838584516627
sample09648,98454,cd4_t_cell,31247,31.737664289922197
sample09648,98454,nk_cell,13404,13.614479858614175
sample09648,98454,monocyte,18617,18.909338371219047
sample09649,93507,b_cell,4787,5.119402825456918
sample09649,93507,cd8_t_cell,25921,27.72091928946496
sample09649,93507,cd4_t_cell,32115,34.345022297795886
sample09649,93507,nk_cell,11047,11.81408878479686
sample09649,93507,monocyte,19637,21.000566802485377
sample09650,94743,b_cell,7738,8.167358010618198
sample09650,94743,cd8_t_cell,21930,23.146828789462017
sample09650,94743,cd4_t_cell,29314,30.940544420168244
sample09650,94743,nk_cell,16481,17.395480404884793
sample09650,94743,monocyte,19280,20.349788374866744
sample09651,98620,b_cell,11360,11.518961671060637
sample09651,98620,cd8_t_cell,19287,19.556885013181912
sample09651,98620,cd4_t_cell,30337,30.761508821740012
sample09651,98620,nk_cell,17382,17.625228148448592
sample09651,98620,monocyte,20254,20.53741634556885
sample09652,104961,b_cell,9594,9.140537914082373
sample09652,104961,cd8_t_cell,26907,25.635235944779488
sample09652,104961,cd4_t_cell,33521,31.936624079419975
sample09652,104961,nk_cell,15567,14.831223025695259
sample09652,104961,monocyte,19372,18.456379036022902
sample09653,103343,b_cell,6857,6.635185740688774
sample09653,103343,cd8_t_cell,22644,21.91149860174371
sample09653,103343,cd4_t_cell,35960,34.79674482064581
sample09653,103343,nk_cell,14294,13.831609301065384
sample09653,103343,monocyte,23588,22.824961535856325
sample09654,104102,b_cell,12100,11.62321569230178
sample09654,104102,cd8_t_cell,29330,28.174290599604234
sample09654,104102,cd4_t_cell,30496,29.294345929953316
sample09654,104102,nk_cell,20081,19.28973506752992
sample09654,104102,monocyte,12095,11.618412710610746
sample09655,104255,b_cell,9087,8.71612872284303
sample09655,104255,cd8_t_cell,25271,24.23960481511678
sample09655,104255,cd4_t_cell,27690,26.55987722411395
sample09655,104255,nk_cell,19730,18.924751810464727
sample09655,104255,monocyte,22477,21.559637427461514
sample09656,106764,b_cell,9136,8.557191562699037
sample09656,106764,cd8_t_cell,19239,18.02011914128358
sample09656,106764,cd4_t_cell,37365,34.99775205125323
sample09656,106764,nk_cell,16348,15.312277546738601
sample09656,106764,monocyte,24676,23.112659698025553
sample09657,98768,b_cell,8527,8.633363032561153
sample09657,98768,cd8_t_cell,16525,16.731127490685243
sample09657,98768,cd4_t_cell,35917,36.365017009557754
sample09657,98768,nk_cell,11302,11.442977482585453
sample09657,98768,monocyte,26497,26.8275149846104
sample09658,105886,b_cell,7237,6.83470902668908
sample09658,105886,cd8_t_cell,31469,29.719698543716827
sample09658,105886,cd4_t_cell,31769,30.003022118127042
sample09658,105886,nk_cell,15697,14.824433825057136
sample09658,105886,monocyte,19714,18.618136486409913
sample09659,104502,b_cell,10198,9.758664905934815
sample09659,104502,cd8_t_cell,24132,23.092381007062066
sample09659,104502,cd4_t_cell,36171,34.61273468450364
sample09659,104502,nk_cell,21723,20.787161968191995
sample09659,104502,monocyte,12278,11.749057434307478
sample09660,91621,b_cell,7844,8.561356020999552
sample09660,91621,cd8_t_cell,25540,27.87570535139324
sample09660,91621,cd4_t_cell,32304,35.2582923128977
sample09660,91621,nk_cell,12042,13.143275013370298
sample09660,91621,monocyte,13891,15.161371301339212
sample09661,91450,b_cell,7482,8.181519956260251
sample09661,91450,cd8_t_cell,24051,26.299617277200657
sample09661,91450,cd4_t_cell,27651,30.236194641880807
sample09661,91450,nk_cell,16426,17.96172772006561
sample09661,91450,monocyte,15840,17.320940404592672
sample09662,109580,b_cell,10657,9.725314838474175
sample09662,109580,cd8_t_cell,23797,21.716554115714548
